,categories,name,prices,site,url
159,['indica'],Super Kush,"[['3-5-grams', 24.0], ['7-grams', 44.0], ['14-grams', 81.0], ['28-grams', 149.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/super-kush/
160,['balanced-hybrids'],Animal Cookies,"[['3-5-grams', 27.0], ['7-grams', 50.0], ['14-grams', 92.0], ['28-grams', 165.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/animal-cookies-2/
163,['indica'],God Bubba,"[['3-5-grams', 32.0], ['7-grams', 59.0], ['14-grams', 108.0], ['28-grams', 149.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/god-bubba/
165,['balanced-hybrids'],Island Punch,"[['3-5-grams', 30.0], ['7-grams', 55.0], ['14-grams', 101.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/island-punch/
166,['sativa'],White Haze,"[['3-5-grams', 29.0], ['7-grams', 54.0], ['14-grams', 99.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/white-haze/
167,['balanced-hybrids'],Black Nuken,"[['3-5-grams', 29.0], ['7-grams', 54.0], ['14-grams', 99.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/black-nuken/
169,['indica'],White Rhino,"[['3-5-grams', 25.0], ['7-grams', 47.0], ['14-grams', 86.0], ['28-grams', 149.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/white-rhino-2/
170,['indica'],God’s Gift,"[['3-5-grams', 29.0], ['7-grams', 54.0], ['14-grams', 99.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/gods-gift/
171,['balanced-hybrids'],Cotton Candy Kush,"[['3-5-grams', 31.0], ['7-grams', 58.0], ['14-grams', 106.0], ['28-grams', 189.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/cotton-candy-kush/
172,['sativa'],Melon Haze,"[['3-5-grams', 30.0], ['7-grams', 55.0], ['14-grams', 101.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/melon-haze/
173,['balanced-hybrids'],Grease Monkey,"[['3-5-grams', 28.0], ['7-grams', 52.0], ['14-grams', 95.0], ['28-grams', 199.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/grease-monkey/
175,['balanced-hybrids'],Golden Goat,"[['3-5-grams', 28.0], ['7-grams', 51.0], ['14-grams', 94.0], ['28-grams', 199.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/golden-goat/
176,['indica'],Diesel Kush,"[['3-5-grams', 30.0], ['7-grams', 55.0], ['14-grams', 101.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/diesel-kush/
177,['indica'],Blissful Berry,"[['3-5-grams', 26.0], ['7-grams', 48.0], ['14-grams', 88.0], ['28-grams', 159.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/blissful-berry/
179,['balanced-hybrids'],Zombie Cookies,"[['3-5-grams', 25.0], ['7-grams', 47.0], ['14-grams', 86.0], ['28-grams', 149.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/zombie-cookies/
180,['balanced-hybrids'],Orange Candy,"[['3-5-grams', 27.0], ['7-grams', 50.0], ['14-grams', 92.0], ['28-grams', 159.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/orange-candy/
181,['indica'],Bubba OG,"[['3-5-grams', 30.0], ['7-grams', 55.0], ['14-grams', 101.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/bubba-og/
182,['indica'],Berry Bomb,"[['3-5-grams', 27.0], ['7-grams', 50.0], ['14-grams', 92.0], ['28-grams', 165.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/berry-bomb/
185,['indica'],Pink Bubba,"[['3-5-grams', 30.0], ['7-grams', 55.0], ['14-grams', 101.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/pink-bubba/
186,['indica'],Orange Cookies,"[['3-5-grams', 29.0], ['7-grams', 53.0], ['14-grams', 97.0], ['28-grams', 175.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/orange-cookies/
187,['indica'],Raspberry,"[['3-5-grams', 28.0], ['7-grams', 51.0], ['14-grams', 94.0], ['28-grams', 169.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/raspberry/
188,['indica'],White Mystic,"[['3-5-grams', 28.0], ['7-grams', 51.0], ['14-grams', 94.0], ['28-grams', 169.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/white-mystic/
189,['balanced-hybrids'],Sugar Shack,"[['3-5-grams', 27.0], ['7-grams', 49.0], ['14-grams', 90.0], ['28-grams', 159.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/sugar-shack/
190,['indica'],Shishkaberry Kush,"[['3-5-grams', 30.0], ['7-grams', 55.0], ['14-grams', 101.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/shishkaberry-2/
191,['balanced-hybrids'],Purple Candy,"[['3-5-grams', 29.0], ['7-grams', 53.0], ['14-grams', 97.0], ['28-grams', 175.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/purple-candy/
192,['balanced-hybrids'],Ice Wreck,"[['3-5-grams', 30.0], ['7-grams', 56.0], ['14-grams', 103.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/ice-wreck/
193,['indica'],Hindu Kush – Lazy Trimmer Special,"[['3-5-grams', 25.0], ['7-grams', 46.0], ['14-grams', 84.0], ['28-grams', 139.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/hindu-kush-2/
194,['indica'],Afgoo,"[['3-5-grams', 28.0], ['7-grams', 51.0], ['14-grams', 94.0], ['28-grams', 169.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/afgoo/
195,['balanced-hybrids'],Larry OG,"[['3-5-grams', 28.0], ['7-grams', 52.0], ['14-grams', 95.0], ['28-grams', 169.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/larry-og/
196,['indica'],Zombie Kush,"[['3-5-grams', 29.0], ['7-grams', 54.0], ['14-grams', 99.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/zombie-kush/
197,['balanced-hybrids'],Orange Jack,"[['3-5-grams', 29.0], ['7-grams', 54.0], ['14-grams', 99.0], ['28-grams', 179.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/orange-jack/
198,['balanced-hybrids'],Blue Heron,"[['3-5-grams', 28.0], ['7-grams', 51.0], ['14-grams', 94.0], ['28-grams', 169.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/blue-heron/
200,['indica'],Zeus OG,"[['3-5-grams', 33.0], ['7-grams', 61.0], ['14-grams', 112.0], ['28-grams', 209.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/zeus-og/
201,['indica'],Mataro Blue,"[['3-5-grams', 28.0], ['7-grams', 51.0], ['14-grams', 94.0], ['28-grams', 169.0]]",budexpressnow.ca,https://www.budexpressnow.ca/product/mataro-blue-2/
202,['indica'],Master Kush,"[['', 'out of stock']]",budexpressnow.ca,https://www.budexpressnow.ca/product/master-kush-2/
204,['indica'],(AAA) Surprise Sample Pack (28 grams),"[['', '140.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/a-sample-pack-28-grams/
205,['indica'],(AAAA) Surprise Sample Pack (28 grams),"[['', '180.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/aaaa-surprise-sample-pack-28-grams/
206,['hybrid'],*Special Deal* Alien OG,"[['', '120.00-800.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/alien-og/
207,['indica'],*Special Deal* Chocolate Kush,"[['Ounce', 120.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/special-deal-chocolate-kush/
208,['indica'],9 Pound Hammer,"[['1-ounce', 220.0], ['quarter-pound', 570.0], ['pound', 220.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/9-pound-hammer/
211,['indica'],Abusive OG,"[['1-ounce', 180.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/abusive-og/
212,['sativa'],Acapulco Gold,"[['1-ounce', 175.0], ['half-pound', 770.0], ['pound', 770.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/acapulco-gold/
213,['indica'],AK 48,"[['1-ounce', 195.0], ['quarter-pound', 495.0], ['half-pound', 850.0], ['pound', 495.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/ak-48/
214,['sativa'],Alaskan Thunder Fuck,"[['1-ounce', 175.0], ['quarter-pound', 450.0], ['half-pound', 770.0], ['pound', 450.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/alaskan-thunder-fuck/
218,['indica'],Berry White,"[['quarter-pound', 470.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/berry-white/
219,['indica'],Black Diamond,"[['1-ounce', 195.0], ['quarter-pound', 495.0], ['pound', 495.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/black-diamond/
220,['shake weed'],Black Diamond Shake Weed (Budget),"[['', '160.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/black-diamond-trim-1-pound/
221,['hybrid'],Black Nuken,"[['1-ounce', 185.0], ['quarter-pound', 480.0], ['half-pound', 835.0], ['pound', 480.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/black-nuken/
222,['indica'],Blackberry Kush,"[['1-ounce', 195.0], ['quarter-pound', 495.0], ['half-pound', 850.0], ['pound', 495.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blackberry-kush/
224,['hybrid'],Blue Diesel,"[['1-ounce', 170.0], ['quarter-pound', 430.0], ['half-pound', 750.0], ['pound', 430.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blue-diesel/
227,['indica'],Blue Fin Tuna Kush,"[['1-ounce', 180.0], ['quarter-pound', 470.0], ['half-pound', 800.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blue-fin-tuna-kush/
228,['indica'],Blueberry,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blueberry/
229,['hybrid'],Blueberry Cheesecake,"[['1-ounce', 210.0], ['quarter-pound', 545.0], ['pound', 545.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blueberry-cheesecake/
230,['hybrid'],Blueberry Haze,"[['half-pound', 850.0], ['pound', 850.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blueberry-haze/
231,['shake weed'],Blueberry Haze Shake Weed – 1 pound,"[['', '225.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/blueberry-haze-shake-weed/
232,['hybrid'],Blueberry Muffin,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/blueberry-muffin/
234,['indica'],Bruce Banner OG,"[['half-pound', 1250.0], ['pound', 1250.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/bruce-banner-og/
235,['indica'],Bubba OG,"[['1-ounce', 180.0], ['quarter-pound', 470.0], ['half-pound', 800.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/bubba-og-copy/
236,['indica'],Bubba OG Kush,"[['1-ounce', 210.0], ['quarter-pound', 545.0], ['pound', 545.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/bubba-og/
237,['indica'],Bubble Gum Kush,"[['1-ounce', 175.0], ['quarter-pound', 450.0], ['half-pound', 770.0], ['pound', 450.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/bubble-gum/
238,['shake weed'],Budget Shake Weed – 1 Pound,"[['', '150.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/budget-trim-1-pound/
239,['shake weed'],Budget Shake Weed (Indica),"[['', '150.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/budget-shake-weed-indica/
242,['hybrid'],Champagne,"[['half-pound', 1000.0], ['pound', 1000.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/champagne/
246,['indica'],Dank Schrader,"[['1-ounce', 175.0], ['quarter-pound', 450.0], ['pound', 450.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/dank-schrader/
247,['indica'],Darth Vader OG,"[['1-ounce', 180.0], ['quarter-pound', 470.0], ['half-pound', 800.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/darthvader-og/
248,['indica'],Death Bubba,"[['1-ounce', 210.0], ['quarter-pound', 545.0], ['pound', 545.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/death-bubba/
250,['indica'],Death Bubba OG,"[['half-pound', 1000.0], ['pound', 1000.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/death-bubba-og/
252,['indica'],Death Star OG,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/death-star-og-2-copy/
254,['hybrid'],Diesel OG,"[['1-ounce', 185.0], ['quarter-pound', 480.0], ['half-pound', 835.0], ['pound', 480.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/diesel-og/
257,['indica'],El Jefe,"[['', 'out of stock']]",bulkweedinbox.com,https://bulkweedinbox.com/product/el-jefe/
263,['aaa+'],Gas Mask,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/gas-mask/
265,['hybrid'],Girl Scout Cookies,"[['1-ounce', 175.0], ['quarter-pound', 450.0], ['half-pound', 770.0], ['pound', 450.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/one-year-anniversary-sale-girl-scout-cookies/
269,['hybrid'],God’s Green Crack,"[['1-ounce', 195.0], ['quarter-pound', 495.0], ['pound', 495.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/gods-green-crack/
271,['hybrid'],Gorilla Berry,"[['1-ounce', 170.0], ['quarter-pound', 430.0], ['half-pound', 750.0], ['pound', 430.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/gorilla-berry/
272,['sativa'],Gorilla Glue #4,"[['1-ounce', 165.0], ['quarter-pound', 420.0], ['half-pound', 725.0], ['pound', 420.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/gorilla-glue-4/
274,['hybrid'],Grape Stomper,"[['1-ounce', 180.0], ['quarter-pound', 470.0], ['half-pound', 800.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/grape-stomper/
275,['$99 oz'],Grapefruit,"[['1 ounce', 99.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/grapefruit-haze/
277,['indica'],HeadBand,"[['1-ounce', 175.0], ['quarter-pound', 450.0], ['pound', 450.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/headband/
278,['hybrid'],Icewreck,"[['1-ounce', 195.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/icewreck/
287,['indica'],Kryptonite,"[['1-ounce', 200.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/kryptonite/
288,['sativa'],Lamb Bread,"[['1-ounce', 180.0], ['quarter-pound', 470.0], ['half-pound', 800.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/lamb-bread/
289,['sativa'],Lemon Diesel,"[['quarter-pound', 495.0], ['half-pound', 850.0], ['pound', 495.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/lemon-diesel/
292,['sativa'],Love Potion #1,"[['1-ounce', 185.0], ['quarter-pound', 480.0], ['half-pound', 835.0], ['pound', 480.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/love-potion-1/
293,['$99 oz'],Master Kush,"[['Ounce', 99.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/master-kush-2/
295,['indica'],Minmosa,"[['1-ounce', 220.0], ['quarter-pound', 570.0], ['half-pound', 970.0], ['pound', 570.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/minmosa/
306,['indica'],OG Kush,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['half-pound', 880.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/og-kush-3/
307,['indica'],OG Kush (Different Batch),"[['1-ounce', 185.0], ['quarter-pound', 480.0], ['half-pound', 835.0], ['pound', 480.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/og-kush-3-copy/
308,['hybrid'],OG Shark,"[['pound', 1500.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/og-shark/
309,['$99 oz'],Orange Kush,"[['1 ounce', 99.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/orange-kush/
310,['sativa'],Papaya,"[['quarter-pound', 520.0], ['half-pound', 880.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/papaya/
314,['indica'],Purple Berry,"[['1-ounce', 210.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/purple-berry/
315,['indica'],Purple Candy,"[['1-ounce', 170.0], ['quarter-pound', 430.0], ['half-pound', 750.0], ['pound', 430.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/purple-candy-2/
318,['indica'],Purple OG Kush,"[['1-ounce', 210.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/purple-og-kush/
320,['indica'],Purple Urkle,"[['1-ounce', 175.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/purple-urkle/
325,['indica'],SFV OG Kush,"[['quarter-pound', 675.0], ['pound', 675.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/sfv-og-kush/
327,['indica'],Space Queen,"[['1-ounce', 210.0], ['quarter-pound', 545.0], ['half-pound', 990.0], ['pound', 545.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/space-queen/
328,['indica'],Star Dust,"[['quarter-pound', 495.0], ['pound', 495.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/star-dust/
330,['sativa'],Strawberry Cough,"[['1-ounce', 170.0], ['quarter-pound', 430.0], ['pound', 430.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/strawberry-cough/
333,['hybrid'],Super Kush,"[['1-ounce', 170.0], ['quarter-pound', 430.0], ['half-pound', 750.0], ['pound', 430.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/super-kush/
334,['hybrid'],Super Lemon Haze,"[['half-pound', 880.0], ['pound', 880.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/super-lemon-haze/
335,['indica'],Super Sour Kush,"[['14 grams', 60.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/one-year-anniversary-super-sour-kush/
337,['indica'],Sweet Tooth,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['half-pound', 880.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/sweet-tooth/
338,['shake weed'],Sweet Tooth Shake Weed (1 pound),"[['', '200.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/sweet-tooth-shake-weed-1-pound/
350,['indica'],Watermelon Haze,"[['1-ounce', 180.0], ['quarter-pound', 470.0], ['half-pound', 800.0], ['pound', 470.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/watermelon-haze/
352,['shake weed'],White Berry Shake Weed – 1 Pound,"[['', '200.00']]",bulkweedinbox.com,https://bulkweedinbox.com/product/white-berry-shake-weed/
354,['hybrid'],Zedd,"[['1-ounce', 200.0], ['quarter-pound', 520.0], ['half-pound', 880.0], ['pound', 520.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/zedd/
355,['indica'],Zskittles,"[['half-pound', 850.0], ['pound', 850.0]]",bulkweedinbox.com,https://bulkweedinbox.com/product/zskittles/
356,['aaaa'],Juicy Jack (AAAA),"[['28', '225'], ['14', '125'], ['7', '65'], ['3-5', '35']]",buymyweedonline.ca,https://buymyweedonline.ca/product/juicy-jack-aaaa/
357,['aaaaa'],Chocolate Kush (AAAAA),"[['28', '260'], ['14', '150'], ['7', '82'], ['3-5', '42']]",buymyweedonline.ca,https://buymyweedonline.ca/product/chocolate-kush-aaaaa/
362,['aa'],1 Ounce Mix and Match (AA),"[['', '175']]",buymyweedonline.ca,https://buymyweedonline.ca/product/1-ounce-mix-and-match-aa/
363,['aaa'],1 Ounce Mix and Match (AAA),"[['', '205']]",buymyweedonline.ca,https://buymyweedonline.ca/product/1-ounce-mix-and-match-aaa/
364,['aaaa'],1 Ounce Mix and Match (AAAA),"[['', '225']]",buymyweedonline.ca,https://buymyweedonline.ca/product/1-ounce-mix-and-match-aaaa/
365,['aaaaa'],1 Ounce Mix and Match (AAAAA),"[['', '260']]",buymyweedonline.ca,https://buymyweedonline.ca/product/1-ounce-mix-and-match-aaaaa/
434,['aaaaa'],Blackberry Kush (AAAAA),"[['28', '260'], ['14', '150'], ['7', '82'], ['3-5', '42']]",buymyweedonline.ca,https://buymyweedonline.ca/product/blackberry-kush-aaaaa/
